id_venta,fecha,año,mes,dia_semana,semana_numero,producto,categoria,cantidad,precio_unitario,descuento,monto_total,costo_unitario,margen_beneficio,estado,ciudad,region,metodo_pago,canal_venta,cliente_id,categoria_cliente,cliente_antiguedad_dias,vendedor_id,vendedor_experiencia_meses,promocion_aplicada,cupon_usado,puntuacion_cliente,tiempo_entrega_dias,fecha_registro_cliente,acumulado_mes_producto,ranking_ciudad_mes
13856,2023-12-20,2023,12,Wednesday,51,Disco Duro,Almacenamiento,1,$199.99,37,125.9937,119.23,,,Barcelona,Noreste,Transferencia,Web,CLI6715,,100,Ana,36,BlackFriday,False,5,8,2023-09-11,1015274.2363000001,64
13857,2023-09-15,2023,9,Friday,37,Mouse,Periféricos,46,774,35,23142.600000000002,,,Pendiente,Madrid,Centro,Transferencia,App,CLI1467,Inactivo,120,Miguel,48,,No,10,7,2023-05-18,1152671.9456433866,37
13858,2024-05-14,2024,5,Tuesday,20,,,82,501,22,-32043.960000000003,260.78,47.95,,Sevilla,Sur,,App,,VIP,253,Carlos,12,Verano,True,4,14,2023-09-04,error_acumulado,
13859,2024-05-15,2024,5,Wednesday,20,Impresora,Periféricos,62,1455,34,59538.59999999999,689.81,52.59,Pendiente,Sevilla,Sur,Tarjeta,,CLI2663,Nuevo,317,Miguel,48,Sin promoción,No,4,13,2023-07-03,755192.1955584544,5
7938,19/09/2023,2023,9,Tuesday,38,Impresora,Electrónica,-3,"1181,99",189,3155.9132999999997,672.73,,ENVÍO,Sevill@,Sur,PayPal,Web,CLI8333,Regular,175,Miguel,48,CyberMonday,inválido,2,4,fecha_invalida,2440527.9539999994,2
13861,2024-10-29,2024,10,Tuesday,44,RAM,Almacenamiento,68,591,22,31346.64,368.56,37.64,Cancelado,Valencia,Este,,App,CLI5243,Nuevo,347,,,,No,4,10,2023-11-17,920859.110931201,24
13862,12-10-2023,2023,12,Sunday,49,Laptop,Accesorios,58,729,13,36785.34,451.64,38.05,Envío,Barcelona,Noreste,,App,CLI5499,,279,Miguel,48,CyberMonday,True,4,15,2023-03-06,0,22
13863,2023-04-27,2023,4,Thursday,17,Teclado,Almacenamiento,51,1304,22,51873.12,863.2,33.8,Completado,Valencia,Este,Transferencia,Marketplace,CLI8706,,140,Miguel,48,Verano,Sí,3,1,2022-12-08,976717.1783757004,17
13864,2024-10-15,2024,10,Tuesday,42,Monitor,Accesorios,60,$852.99,3,49644.018000000004,428.24,,Envío,,,Tarjeta,Tienda física,CLI3743,Regular,129,Sofia,6,CyberMonday,No,5,5,2024-06-08,1096746.2626999998,8
13865,2024-06-01,2024,6,Saturday,22,Impresora,Periféricos,52,877,8,41955.68,469.38,46.48,Envío,Madrid,Centro,Efectivo,App,CLI9832,,166,Ana,36,Primavera,Sí,3,3,2023-12-18,1240395.778,11
13866,2023-07-15,2023,7,Saturday,28,USB,,16,245,43,2234.4,146.7,40.12,Completado,Valencia,Este,Tarjeta,Web,CLI1581,,176,Sofia,6,Sin promoción,,5,14,2023-01-20,1167306.2974725133,65
13867,2024-10-03,2024,10,Thursday,40,Monitor,Accesorios,43,1432,5,58497.2,861.82,39.82,Pendiente,Barcelona,Noreste,Transferencia,Web,CLI5109,Regular,198,Sofia,6,Primavera,False,1,10,2024-03-19,1155243.4626999998,7
13868,2023-05-29,2023,5,Monday,22,Impresora,Electrónica,24,1167,51,13723.92,545.55,53.25,Envío,Bilbao,Norte,PayPal,App,CLI4358,Nuevo,4,Carlos,12,CyberMonday,No,3,13,2023-05-25,1011054.2076000001,36
13869,2023-09-19,2023,9,Tuesday,38,RAM,,99,619,25,45960.75,514.8401099893674,16.83,Cancelado,Sevilla,Sur,Efectivo,Web,CLI4894,Inactivo,161,Ana,36,Verano,,1,15,2023-04-11,1610354.8195999998,11
13870,15/03/2024,2024,3,Friday,11,Impresora,Accesorios,40,169,68,2163.2,111.24,-34.17751479289941,Pendiente,,,Transferencia,Tienda física,CLI8140,Inactivo,247,Ana,36,Primavera,,4,-6,2023-07-12,1349786.0790151267,75
13871,2023-10-26,2023,10,Thursday,43,Disco Duro,Electrónica,22,701,12,-13571.36,367.93,47.51,,Barcelona,Noreste,Tarjeta,,CLI9516,VIP,264,Sofia,6,Sin promoción,No,3,15,2023-02-04,error_acumuladoerror_acumulado,
13872,01-11-2023,2023,1,Wednesday,2,Monitor,Almacenamiento,-3,$1233.99,-9,-4035.15€,667.0,,Completado,Valencia,Este,Tarjeta,Web,CLI8383,Regular,71,Miguel,48,BlackFriday,True,4,9,2022-11-01,error_acumulado,
13873,2024-11-14,2024,11,Thursday,46,USB,Almacenamiento,24,1420,66,11587.199999999999,777.98,45.21,Completado,Valencia,Este,Efectivo,Tienda física,CLI8549,,312,,,,False,1,13,2024-01-07,1670294.9971999999,46
13874,2023-03-16,2023,3,Thursday,11,USB,,95,"57,99",4,5288.688,34.62,,Pendiente,Valencia,Este,Transferencia,Tienda física,CLI4616,VIP,20,Ana,36,CyberMonday,False,2,7,2023-02-24,599357.0331216096,50
13875,2024-02-08,2024,2,Thursday,6,Disco Duro,Almacenamiento,2,230,25,345.0,157.83,31.38,Completado,Valencia,Este,PayPal,Tienda física,CLI4642,Nuevo,208,Sofia,-6,CyberMonday,Sí,3,11,fecha_invalida,587626.3780536591,70
13876,2023-01-09,2023,1,Monday,2,Impresora,Electrónica,39,1318,28,37009.439999999995,797.26,39.51,Completado,Sevilla,Sur,Efectivo,App,CLI3103,VIP,294,Carlos,12,Verano,False,4,8,2022-03-21,786734.1997670875,16
13877,2024-12-25,2024,12,Wednesday,52,Mouse,Electrónica,39,1468,53,26908.44,598.16,59.25,Completado,Madrid,Centro,,Tienda física,CLI5965,VIP,76,Carlos,12,BlackFriday,Sí,2,9,2024-10-10,1100471.6795100025,26
13878,2024-02-24,2024,2,Saturday,8,Monitor,,1 unidades,1162,29,,680.34,41.45,Pendiente,Barcelona,Noreste,Efectivo,Web,CLI2379,,218,Miguel,48,,No,3,4,2023-07-21,error_acumulado,
13879,2023-01-24,2023,1,Tuesday,4,Laptop,,11,814,10,8058.6,497.72,38.86,Cancelado,,,PayPal,,CLI8160,VIP,115,Miguel,48,BlackFriday,Sí,2,14,2022-10-01,1009026.7620753286,42
4691,06/07/2024,2024,7,Saturday,27,RAM,Accesorios,,$125.99,8,0.0,66.62,,Envío,,,Efectivo,Web,CLI2800,,57,Sofia,6,CyberMonday,No,4,6,2024-05-10,error_acumulado,
13881,2024-08-14,2024,8,Wednesday,33,Laptop,Periféricos,40,1226,3,47568.799999999996,694.98,43.31,Envío,Sevilla,Sur,,App,CLI1526,Inactivo,64,Carlos,12,Primavera,inválido,4,15,2024-06-11,1417964.1315185213,19
13882,04-01-2024,2024,4,Monday,14,RAM,Accesorios,0.6075960234175777,1084,44,368.8350900554064,567.27,47.67,,,,Efectivo,App,CLI9914,,344,,,CyberMonday,True,5,15,2023-04-23,1864962.0744945514,64
13883,2023-08-07,2023,8,Monday,32,Monitor,Almacenamiento,93,366,15,28932.3,254.26,30.53,,Bilbao,Norte,Tarjeta,App,CLI4241,,203,Miguel,48,CyberMonday,,4,8,2023-01-16,1097639.3904718233,29
13884,2023-10-14,2023,10,Saturday,41,Mouse,Almacenamiento,-8,126,6,947.52,53.77,57.33,Completado,Bilbao,Norte,Transferencia,Marketplace,,VIP,5,Laura,24,Verano,Sí,3,2,2023-10-09,804373.1339,75
13885,2023-04-20,2023,4,Thursday,16,Laptop,Periféricos,61,1144,55,31402.799999999996,652.57,42.96,Cancelado,Madrid,Centro,Tarjeta,,CLI4641,Regular,21,Carlos,12,Primavera,False,2,2,2023-03-30,1161653.221653451,23
13886,2023-05-10,2023,5,Wednesday,19,Mouse,Almacenamiento,2,1413,30,1978.1999999999998,675.41,52.2,Cancelado,Bilbao,Norte,,Tienda física,CLI6163,Regular,213,Miguel,48,Primavera,No,4,1,2022-10-09,1457978.2724080759,66
13887,2023-11-17,2023,11,Friday,46,,Periféricos,6,426,50,1278.0,255.62,40.0,Completado,Bilbao,Norte,Efectivo,Marketplace,CLI1077,Nuevo,342,Laura,24,Sin promoción,True,5,13,2022-12-10,1026039.718784468,52
13888,2023-07-27,2023,7,Thursday,30,Monitor,Almacenamiento,27,$1478.99,187,-34741.47510000001,,,Envío,Sevilla,Sur,PayPal,,CLI9543,Inactivo,10,Ana,36,Sin promoción,Sí,6,2,2023-07-17,error_acumulado,
13889,2023-01-30,2023,1,Monday,5,Laptop,Almacenamiento,49,1255,-8,66414.6,654.67,-47.83505976095618,Pendiente,Madrid,Centro,Efectivo,App,CLI1584,Nuevo,244,Miguel,48,,No,1,-9,2022-05-31,1075441.3620753286,6
13890,12/12/2023,2023,12,Tuesday,50,Monitor,Electrónica,57,312,65,6224.4,128.8,58.72,,Madrid,Centro,Efectivo,Web,CLI3958,Inactivo,229,,,BlackFriday,,2,9,fecha_invalida,1049371.8267531123,59
13891,2024-01-16,2024,1,Tuesday,3,,Periféricos,18,623,20,8971.2,371.8,40.32,Completado,Bilbao,Norte,Transferencia,App,CLI5415,Inactivo,84,Sofia,6,Verano,False,3,9,2023-10-24,0,50
13892,02-21-2023,2023,2,Tuesday,8,,,31,935,7,26956.05,826.3406005063368,11.62,Cancelado,Barcelona,Noreste,PayPal,Tienda física,CLI7749,,122,Sofia,6,,Sí,1,9,2022-10-22,836422.5241574952,29
13893,2024-02-17,2024,2,Saturday,7,USB,Periféricos,66,350,68,7391.999999999999,236.18,32.52,CANCELADO,Barcelona,Noreste,Tarjeta,Tienda física,CLI9086,Regular,153,Sofia,6,Verano,No,2,8,2023-09-17,2132135.0903414027,58
13894,2023-03-26,2023,3,Sunday,12,Disco Duro,Periféricos,90,719,57,27825.300000000003,500.83,30.34,Completado,,,Tarjeta,,CLI8580,Regular,67,Ana,36,,True,4,14,2023-01-18,1897627.0432065483,32
13895,2023-12-02,2023,12,Saturday,48,USB,,57,983,45,30817.050000000003,583.67,40.62,,Sevilla,Sur,Transferencia,Marketplace,CLI4907,Regular,47,Miguel,48,Primavera,Sí,4,12,2023-10-16,826819.0708828502,27
13896,2024-12-15,2024,12,Sunday,50,Disco Duro,Periféricos,-12,$116.99,47,-744.0563999999999,64.15,,Cancelado,Bilbao,Norte,Tarjeta,Marketplace,CLI9413,VIP,142,Miguel,48,Primavera,Sí,3,9,2024-07-26,error_acumulado,
13897,2024-01-25,2024,1,Thursday,4,Monitor,,33,725,20,-19140.0,396.2,45.35,Completado,,,Transferencia,Web,CLI8823,,156,Carlos,12,,True,3,9,2023-08-22,error_acumulado,
13898,2024-12-05,2024,12,Thursday,49,Disco Duro,Electrónica,91,516,27,34277.88,254.07,50.76,Cancelado,Madrid,Centro,,Marketplace,CLI2162,Inactivo,59,Miguel,48,,No,3,5,2024-10-07,1045951.2895900372,21
13899,2023-10-28,2023,10,Saturday,43,Impresora,Electrónica,60,394,27,17257.2,251.2,36.24,,Bilbao,Norte,,Marketplace,CLI6052,Regular,292,Carlos,12,CyberMonday,Sí,4,5,2023-01-09,1166680.938143046,39
1837,03/12/2024,2024,12,Tuesday,49,Laptop,Accesorios,13,1209,10,14145.300000000001,748.02,38.13,Completado,Valencia,Este,Efectivo,Tienda física,CLI6584,Nuevo,242,Carlos,12,BlackFriday,No,2,10,2024-04-05,1000628.4044636791,29
13901,2024-11-29,2024,11,Friday,48,RAM,,12,1480,30,12432.0,686.27,53.63,Envío,Valencia,Este,,Marketplace,CLI5116,VIP,262,Ana,36,,,1,2,2024-03-12,914378.2087475181,46
13902,12-09-2024,2024,12,Monday,50,USB,Periféricos,75,"1107,99",69,25760.767500000005,468.06,,,Bilbao,Norte,Transferencia,,CLI5946,Nuevo,107,Miguel,48,CyberMonday,inválido,3,6,2024-08-24,980246.8644783447,22
13903,2023-05-30,2023,5,Tuesday,22,Disco Duro,Almacenamiento,47,92,60,1729.6000000000001,37.87,58.84,Pendiente,,,Tarjeta,Tienda física,CLI8634,Inactivo,189,,,BlackFriday,True,5,2,2022-11-22,1064698.4923373817,90
13904,2024-10-01,2024,10,Tuesday,40,USB,Electrónica,4.866941023731188,$25.99,4,121.43212531850264,15.38,,Cancelado,Barcelona,Noreste,PayPal,Marketplace,CLI1941,,350,Sofia,6,Primavera,Sí,2,15,2023-10-17,2196340.9960104097,70
13905,2024-03-25,2024,3,Monday,13,Mouse,Accesorios,28,501,27,,291.62,41.79,,Madrid,Centro,PayPal,,CLI8665,Nuevo,136,Sofia,6,CyberMonday,,3,12,fecha_invalida,error_acumulado,
13906,2024-04-07,2024,4,Sunday,14,Webcam,Electrónica,100,1465,-4,152360.00€,848.1,42.11,Envío,Sevilla,Sur,PayPal,,CLI8680,Nuevo,9,Sofia,6,BlackFriday,,4,3,2024-03-29,error_acumulado,
13907,2023-08-14,2023,8,Monday,33,Monitor,Periféricos,7,1006,68,2253.4399999999996,570.74,43.27,Completado,Valencia,Este,Transferencia,Tienda física,CLI6833,,53,Laura,24,CyberMonday,True,2,15,2023-06-22,1099892.8304718232,65
13908,2023-07-04,2023,7,Tuesday,27,Webcam,Almacenamiento,-7,1292,37,-5697.72,761.07,-41.09365325077399,Pendiente,Barcelona,Noreste,,Tienda física,CLI7929,VIP,18,Laura,24,Primavera,Sí,1,-10,2023-06-16,error_acumulado,
13909,2023-10-25,2023,10,Wednesday,43,Impresora,Accesorios,88,1004,53,41525.439999999995,535.5,46.66,,Bilbao,Norte,,Web,CLI9013,Regular,102,Ana,36,BlackFriday,False,2,11,2023-07-15,1208206.378143046,10
13910,01/03/2024,2024,3,Friday,9,,Accesorios,28,731,34,-13508.88,330.66,54.77,Pendiente,Bilbao,Norte,Tarjeta,Web,invalido,Nuevo,167,Sofia,6,CyberMonday,,3,3,2023-09-16,error_acumulado,
13911,2023-04-22,2023,4,Saturday,16,Disco Duro,Accesorios,64,352,60,9011.2,231.04,34.36,Cancelado,Madrid,Centro,,,CLI2216,Regular,133,Miguel,48,,Sí,5,15,2022-12-10,676687.5769004204,47
13912,02-26-2024,2024,2,Monday,9,Laptop,,88,$1236.99,44,60958.8672,509.84,,Completado,Bilbao,Norte,PayPal,Web,CLI4750,,173,Sofia,-6,BlackFriday,False,1,4,2023-09-06,1537733.476420733,11
13913,2023-03-01,2023,3,Wednesday,9,Laptop,Accesorios,78,265,49,10541.7,183.29,30.83,Cancelado,Valencia,Este,,App,CLI5646,Regular,142,Carlos,12,Primavera,False,5,15,2022-10-10,979856.5866356781,44
13914,2024-12-25,2024,12,Wednesday,52,Teclado,,9 unidades,22,63,0.0,9.62,56.27,Cancelado,Madrid,Centro,,,CLI5473,Inactivo,18,,,Sin promoción,,4,5,2024-12-07,error_acumulado,
13915,2024-01-09,2024,1,Tuesday,2,USB,,43,727,64,11253.96,627.4531753817321,13.69,Envío,Bilb@o,Norte,,Web,CLI9725,Inactivo,257,Carlos,12,,False,5,10,2023-04-27,3058252.9866638463,1
13916,2024-03-11,2024,3,Monday,11,Laptop,Periféricos,95,"702,99",105,-3339.202500000003,442.62,,Cancelado,Madrid,Centro,PayPal,,CLI2731,Regular,70,Ana,36,Verano,False,5,12,2024-01-01,error_acumulado,
13917,2024-04-28,2024,4,Sunday,17,Webcam,Accesorios,38,1071,61,15872.220000000001,578.53,45.98,,,,Efectivo,Marketplace,CLI5068,Nuevo,335,Ana,36,CyberMonday,No,3,5,2023-05-29,1308750.2216,36
13918,2024-12-29,2024,12,Sunday,52,Monitor,Periféricos,61,342,24,15855.12,182.5,46.64,Cancelado,Bilbao,Norte,,Marketplace,CLI8871,VIP,280,Sofia,6,BlackFriday,Sí,3,12,2024-03-24,664735.2787290788,37
13919,2023-01-06,2023,1,Friday,1,Mouse,Accesorios,96,533,70,15350.400000000001,,,Completado,Bilbao,Norte,Transferencia,Web,CLI3987,,351,Carlos,12,,,10,4,2022-01-20,707166.6949738889,38
7397,01/12/2023,2023,12,Friday,48,Laptop,Electrónica,-6,$449.99,19,-2186.9514000000004,236.63,,Envío,Sevilla,Sur,,,CLI7415,VIP,230,,,CyberMonday,True,1,4,fecha_invalida,0,
13921,2024-02-28,2024,2,Wednesday,9,Laptop,Periféricos,16,368,48,3061.76,255.31,30.62,Pendiente,,,Tarjeta,Tienda física,CLI2240,Regular,1,Laura,24,BlackFriday,No,1,5,2024-02-27,1540795.236420733,44
13922,05-01-2023,2023,5,Monday,18,,Periféricos,32,75,44,1344.0000000000002,39.75,47.0,Cancelado,Valencia,Este,Efectivo,,CLI7006,,261,,,Sin promoción,,4,1,2022-08-13,1534100.9257006962,72
13923,2024-08-08,2024,8,Thursday,32,Disco Duro,Periféricos,80,307,-4,-25542.4,130.26,57.57,Pendiente,Madrid,Centro,,,CLI9078,Nuevo,340,Laura,24,CyberMonday,inválido,5,13,2023-09-03,error_acumulado,
13924,2023-11-22,2023,11,Wednesday,47,Mouse,Almacenamiento,48,353,60,6777.6,156.17,55.76,Completado,Barcelona,Noreste,PayPal,Tienda física,CLI9975,,303,Carlos,12,CyberMonday,True,2,12,2023-01-23,1178847.3764763738,63
13925,2024-08-09,2024,8,Friday,32,Impresora,,61,1414,66,29326.359999999997,640.55,54.7,Cancelado,Valencia,Este,,Web,CLI3790,Nuevo,108,Carlos,12,Primavera,True,2,4,2024-04-23,1230411.889109378,26
13926,2023-08-24,2023,8,Thursday,34,Webcam,Almacenamiento,1.8008538683916526,115,32,140.82677250822724,77.21,32.86,ENVÍO,Bilbao,Norte,Transferencia,Tienda física,CLI4963,Regular,264,,,,False,5,11,2022-12-03,2567456.848345016,78
13927,2023-07-03,2023,7,Monday,27,Webcam,Accesorios,39,762,7,27637.739999999998,474.39,-37.74409448818898,Cancelado,Sevilla,Sur,,Tienda física,CLI1149,,261,,,BlackFriday,No,2,-2,2022-10-15,921879.2796096711,32
13928,2023-02-20,2023,2,Monday,8,RAM,Almacenamiento,40,$166.99,53,3139.412,91.87,,Completado,Madrid,Centro,,App,CLI6932,,100,,,Primavera,Sí,5,9,2022-11-12,852605.7071186708,60
13929,2024-10-09,2024,10,Wednesday,41,Laptop,Almacenamiento,73,608,9,40389.44,271.95,55.27,Cancelado,Bilbao,Norte,Transferencia,,CLI9715,VIP,362,Miguel,48,CyberMonday,Sí,4,12,2023-10-13,948580.6278576804,21
13930,23/01/2023,2023,1,Monday,4,USB,,49,"214,99",58,4424.4942,105.93,,Envío,Madrid,Centro,,Web,CLI3064,VIP,1,Carlos,12,CyberMonday,No,1,5,2023-01-22,1072378.6981225628,56
13931,2024-09-17,2024,9,Tuesday,38,Mouse,Accesorios,65,1361,13,76964.55,610.48,55.14,Envío,,,Efectivo,Marketplace,CLI7491,Nuevo,347,Laura,24,Sin promoción,Sí,3,8,2023-10-06,1365847.7384000001,5
13932,12-23-2024,2024,12,Monday,52,Disco Duro,Periféricos,-1,128,41,,77.93,39.12,Cancelado,Sevilla,Sur,Tarjeta,,CLI4423,VIP,349,,,BlackFriday,False,2,2,2024-01-09,error_acumulado,
13933,2024-05-03,2024,5,Friday,18,Disco Duro,Electrónica,78,1484,36,74081.28,982.79,33.77,Cancelado,Madrid,Centro,Tarjeta,Marketplace,CLI4017,VIP,297,Carlos,12,,Sí,3,7,2023-07-11,940111.2477125241,3
13934,2023-08-02,2023,8,Wednesday,31,Teclado,Almacenamiento,99,963,22,74362.86,494.2,48.68,,Bilbao,Norte,Efectivo,Web,CLI7605,VIP,277,Ana,36,Primavera,Sí,4,9,2022-10-29,1280567.9682896733,7
13935,2023-04-06,2023,4,Thursday,14,Webcam,Almacenamiento,97,145,58,5907.3,95.82,33.92,Cancelado,Barcelona,Noreste,Efectivo,Web,CLI3031,Regular,347,Ana,36,Primavera,Sí,4,12,fecha_invalida,1150170.0786857307,40
13936,2024-11-11,2024,11,Monday,46,Webcam,Almacenamiento,85,$199.99,11,-15129.243500000002,118.89,,Pendiente,Barcelona,Noreste,Transferencia,,,Regular,196,Laura,24,Verano,Sí,1,13,2024-04-29,error_acumulado,
13937,2024-02-04,2024,2,Sunday,5,Webcam,Accesorios,64,581,34,24541.44,311.51,46.38,Completado,Barcelona,Noreste,,Tienda física,CLI8712,Nuevo,292,Carlos,12,CyberMonday,True,3,8,2023-04-18,2029966.5114638768,39
13938,2024-08-25,2024,8,Sunday,34,Impresora,Almacenamiento,20,701,20,11216.0,492.39731842824506,29.76,,,,Efectivo,,CLI2620,VIP,334,Sofia,6,Sin promoción,No,5,14,2023-09-26,1241627.889109378,46
13939,2023-11-27,2023,11,Monday,48,Teclado,Almacenamiento,70,885,24,47082.0,512.71,42.07,,Sevilla,Sur,PayPal,,CLI3180,Nuevo,285,Sofia,6,Verano,Sí,1,10,2023-02-15,1005331.0492000001,13
5208,14/05/2023,2023,5,Sunday,19,Webcam,Accesorios,26,535,-1,14049.10€,333.39,37.68,Pendiente,Sevilla,Sur,,Web,CLI2414,Regular,74,Sofia,6,Primavera,,3,14,2023-03-01,error_acumulado,
13941,2024-02-14,2024,2,Wednesday,7,Mouse,,57,1179,7,62498.78999999999,480.97,59.21,Pendiente,,,PayPal,,CLI6005,,80,Laura,24,Primavera,True,4,11,2023-11-26,630181.8617106542,3
13942,03-05-2024,2024,3,Tuesday,10,Teclado,Almacenamiento,33,1033,56,14999.159999999998,440.23,57.38,,Sevilla,Sur,PayPal,Marketplace,CLI5754,VIP,245,,,Sin promoción,True,3,12,2023-07-04,1342083.5955,31
13943,2023-01-27,2023,1,Friday,4,Disco Duro,Accesorios,18,1465,1,26106.3,798.96,45.46,,Sevilla,Sur,,App,CLI3518,VIP,191,Carlos,12,Verano,True,1,4,2022-07-20,1046299.3573458513,23
13944,2024-07-12,2024,7,Friday,28,Teclado,Almacenamiento,-18,$1335.99,137,8897.693400000002,717.83,,,Valencia,Este,Efectivo,Tienda física,CLI4814,VIP,33,Ana,36,,inválido,2,12,2024-06-09,970961.8696404726,45
13945,2023-05-03,2023,5,Wednesday,18,Monitor,Accesorios,46,754,56,15260.959999999997,489.87,35.03,Cancelado,Sevilla,Sur,Tarjeta,App,CLI7936,,103,Carlos,12,,False,3,7,2023-01-20,1060754.8240438418,41
13946,2023-07-30,2023,7,Sunday,30,USB,Periféricos,76,170,9,11757.2,70.92,-58.28235294117648,Cancelado,Madrid,Centro,Transferencia,Tienda física,CLI3158,Nuevo,129,Miguel,48,Verano,No,1,-3,2023-03-23,1179063.4974725132,40
13947,2023-11-07,2023,11,Tuesday,45,Impresora,Accesorios,28,754,56,9289.279999999999,306.98,59.29,Cancelado,,,Tarjeta,Tienda física,CLI2782,VIP,323,Miguel,48,Primavera,No,4,15,2022-12-19,1099273.2478091242,49
13948,2023-11-23,2023,11,Thursday,47,,Periféricos,4.522893040207925,189,43,487.2512672215998,111.37,41.07,Cancelado,Valencia,Este,,Tienda física,CLI2092,Inactivo,115,Sofia,6,CyberMonday,True,2,13,2023-07-31,2053053.9401033793,76
13949,2024-04-23,2024,4,Tuesday,17,Disco Duro,Almacenamiento,76,762,43,-33009.840000000004,439.12,42.37,Cancelado,Sevilla,Sur,Tarjeta,Marketplace,CLI9161,VIP,308,Ana,-36,Verano,False,3,8,2023-06-20,0,
13950,05/10/2023,2023,10,Thursday,40,Webcam,Periféricos,7 unidades,465,23,0.0,,,Pendiente,Valencia,Este,,Tienda física,CLI7262,VIP,1,Laura,24,,No,10,7,fecha_invalida,error_acumulado,
13951,2023-05-13,2023,5,Saturday,19,Teclado,Accesorios,44,1433,62,23959.760000000002,814.6,43.15,,Bilbao,Norte,,Tienda física,CLI6671,Nuevo,73,Laura,24,BlackFriday,Sí,5,8,2023-03-01,1110487.1354207774,24
13952,10-17-2024,2024,10,Thursday,42,,,64,$369.99,25,17759.52,180.82,,Completado,Sevilla,Sur,Transferencia,App,CLI3304,Inactivo,216,Carlos,12,,True,4,15,2024-03-15,962252.7373306305,37
13953,2023-05-17,2023,5,Wednesday,20,Teclado,,66,445,42,17034.600000000002,243.16,45.36,,Bilbao,Norte,Tarjeta,Marketplace,CLI3078,,116,Laura,24,,False,5,12,2023-01-21,1127521.7354207775,34
13954,2023-10-02,2023,10,Monday,40,Laptop,Periféricos,27,276,30,5216.4,124.52,54.88,Pendiente,Valencia,Este,,Tienda física,CLI6822,Regular,177,Laura,24,,False,1,8,2023-04-08,1190083.4844000004,45
13955,2024-09-07,2024,9,Saturday,36,Disco Duro,,14,1114,21,12320.84,480.54,56.86,Envío,Madrid,Centro,PayPal,,CLI9622,Inactivo,231,Laura,24,Primavera,No,3,13,2024-01-20,1125736.781884817,34
13956,2023-04-29,2023,4,Saturday,17,Laptop,,-7,1288,62,-3426.08,652.98,49.3,Completado,Valencia,Este,Tarjeta,Tienda física,CLI6009,Regular,6,Ana,36,Verano,,1,3,2023-04-23,error_acumulado,
13957,2024-10-14,2024,10,Monday,42,Teclado,,49,576,-9,30764.160000000003,379.65,34.09,Completado,,,Tarjeta,,CLI5715,,340,Laura,24,Verano,False,2,8,2023-11-09,957728.6993588937,17
13958,2024-03-15,2024,3,Friday,11,,,32,"592,99",25,14231.76,317.9,,,Bilbao,Norte,Transferencia,Tienda física,CLI6811,Inactivo,169,Miguel,48,,,5,10,2023-09-28,733896.8612105568,49
13959,2024-04-01,2024,4,Monday,14,USB,Almacenamiento,40,229,32,,94.69,58.65,COMPLETADO,,,Transferencia,Web,CLI8574,VIP,296,Carlos,12,CyberMonday,,2,10,2023-06-10,error_acumuladoerror_acumulado,
19657,12/09/2024,2024,9,Thursday,37,Monitor,,,$441.99,50,0.0,265.34,,Completado,Sevilla,Sur,Transferencia,Tienda física,CLI1454,VIP,252,Laura,24,BlackFriday,Sí,5,11,2024-01-04,error_acumulado,
13961,2023-08-05,2023,8,Saturday,31,Monitor,Accesorios,63,330,65,7276.499999999999,274.0574708021861,16.95,Cancelado,,,PayPal,Web,CLI9529,Inactivo,26,Carlos,12,Primavera,Sí,3,8,2023-07-10,1107169.3304718232,51
13962,04-26-2024,2024,4,Friday,17,Webcam,,41,174,39,-4351.74,100.29,42.36,,,,,Marketplace,,Nuevo,146,Laura,24,BlackFriday,,1,15,2023-12-02,error_acumulado,
13963,2023-10-24,2023,10,Tuesday,43,Laptop,,87,790,12,60482.4,465.06,41.13,,Valencia,Este,,,CLI5554,VIP,301,,,,True,5,15,2022-12-27,1250565.8844000003,3
13964,2024-06-25,2024,6,Tuesday,26,Disco Duro,,77,1469,18,92752.66,880.16,40.08,,Sevilla,Sur,Efectivo,Tienda física,CLI9978,,158,Laura,24,BlackFriday,Sí,3,12,2024-01-19,1479554.0108084863,3
13965,2023-09-04,2023,9,Monday,36,Mouse,Periféricos,45,627,62,10721.7,311.45,-50.32695374800639,,,,Transferencia,,CLI3174,Inactivo,10,,,,inválido,3,-1,fecha_invalida,1163393.6456433865,44
13966,2024-10-23,2024,10,Wednesday,43,USB,Accesorios,46,329,42,8777.720000000001,165.77,49.61,Envío,Madrid,Centro,,,CLI7049,Regular,234,Miguel,48,BlackFriday,False,5,6,2024-03-03,1106948.2180052048,42
13967,2024-12-22,2024,12,Sunday,51,Webcam,,10,794,1,7860.6,340.77,57.08,Envío,,,,App,CLI7993,Regular,85,,,Primavera,No,1,2,2024-09-28,938988.645724033,52
13968,2023-06-24,2023,6,Saturday,25,Impresora,Periféricos,-12,$868.99,22,-8133.746400000001,603.11,,Cancelado,Madrid,Centro,PayPal,Web,CLI6203,VIP,163,,,Sin promoción,False,2,10,2023-01-12,error_acumulado,
13969,2024-08-24,2024,8,Saturday,34,Webcam,Electrónica,22,409,27,6568.54,237.43,41.95,Completado,Madrid,Centro,Tarjeta,,CLI9820,Inactivo,49,Laura,24,Sin promoción,True,2,4,2024-07-06,1363453.624694145,57
